record_id,record_date,year,month,developer_id,developer_name,developer_tier,project_name,emirate,locality,property_type,property_category,bedrooms,units_launched,launch_price_ppsf_aed,units_sold_pct,absorption_rate_units_pm,discount_offered_pct,payment_plan_offered,completion_status,possession_timeline_months,marketing_spend_estimate_aed,digital_ad_impressions,social_media_mentions,cityscape_presence,price_change_pct_mom,competitor_strength_score
COMP000483,2020-02-01,2020,2,DEV0019,Dubai Properties,Tier 1,Dubai Properties Meydan Park,Dubai,Meydan,Apartment,Premium,2BR,43,1800.09,36.7,15.8,5.51,Mortgage,Ready,21,348846,206437,1127,False,-1.04,89.5
COMP000484,2020-02-01,2020,2,DEV0010,Ellington Properties,Tier 2,Ellington Properties Al Nahda Park,Sharjah,Al Nahda,Villa,Affordable,4BR,87,791.18,26.2,22.8,0.13,Cash,Off-Plan,6,673531,27431,120,False,-1.05,92.8
COMP000485,2020-02-01,2020,2,DEV0013,Imtiaz Developments,Tier 2,Imtiaz Developments Al Ghadeer Residences,Abu Dhabi,Al Ghadeer,Apartment,Premium,3BR,269,2683.81,10.3,13.9,0.75,Cash,Off-Plan,10,226680,190927,45,False,1.56,74.2
COMP000486,2020-02-01,2020,2,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Al Khan Residences,Sharjah,Al Khan,Apartment,Premium,2BR,137,2915.88,56.5,11.1,4.0,Mortgage,Ready,3,701060,378477,1402,False,-0.82,71.6
COMP000487,2020-02-01,2020,2,DEV0001,Emaar Properties,Tier 1,Emaar Properties DAMAC Hills Gardens,Dubai,DAMAC Hills,Villa,Affordable,2BR,369,772.92,93.5,69.0,4.3,Mortgage,Ready,32,766990,142378,10,False,0.46,69.5
COMP000488,2020-03-01,2020,3,DEV0010,Ellington Properties,Tier 2,Ellington Properties Al Shamkha Tower,Abu Dhabi,Al Shamkha,Apartment,Premium,3BR,140,3028.37,70.6,7.6,6.52,Cash,Off-Plan,11,371454,5140,807,False,-0.41,77.2
COMP000489,2020-03-01,2020,3,DEV0010,Ellington Properties,Tier 2,Ellington Properties Saadiyat Island Park,Abu Dhabi,Saadiyat Island,Villa,Affordable,1BR,180,420.16,75.3,27.1,2.83,Mortgage,Ready,19,223183,37324,2467,False,1.82,47.5
COMP000490,2020-03-01,2020,3,DEV0007,Azizi Developments,Tier 2,Azizi Developments Al Shamkha Residences,Abu Dhabi,Al Shamkha,Villa,Premium,3BR,28,2816.96,50.4,14.1,1.32,Construction-Linked,Off-Plan,1,612180,246909,1022,False,-3.42,85.4
COMP000491,2020-03-01,2020,3,DEV0014,Select Group,Tier 2,Select Group Arabian Ranches Residences,Dubai,Arabian Ranches,Apartment,Mid-Market,2BR,64,1570.43,46.7,10.0,3.64,Construction-Linked,Off-Plan,1,823538,718019,297,False,1.76,72.6
COMP000492,2020-03-01,2020,3,DEV0019,Dubai Properties,Tier 1,Dubai Properties Dubai Hills Estate Park,Dubai,Dubai Hills Estate,Villa,Premium,3BR,59,3056.98,43.7,2.9,2.95,Mortgage,Ready,23,312321,301735,407,False,0.39,89.8
COMP000493,2020-03-01,2020,3,DEV0020,Meydan Group,Tier 1,Meydan Group Al Reef Residences,Abu Dhabi,Al Reef,Studio,Premium,Studio,209,1627.88,57.0,29.8,3.05,Mortgage,Off-Plan,14,264602,848398,362,False,3.89,51.7
COMP000494,2020-03-01,2020,3,DEV0011,RAK Properties,Tier 2,RAK Properties Saadiyat Island Gardens,Abu Dhabi,Saadiyat Island,Apartment,Luxury,2BR,187,3862.07,28.3,52.9,0.48,Cash,Off-Plan,24,488983,705769,433,False,-0.67,74.7
COMP000495,2020-03-01,2020,3,DEV0015,Reportage Properties,Tier 3,Reportage Properties Emirates City Gardens,Ajman,Emirates City,Apartment,Luxury,2BR,121,6306.21,97.1,29.4,6.11,Cash,Off-Plan,35,615871,696592,110,False,0.42,70.3
COMP000496,2020-03-01,2020,3,DEV0015,Reportage Properties,Tier 3,Reportage Properties Al Reem Island Tower,Abu Dhabi,Al Reem Island,Commercial,Premium,Studio,117,3044.33,50.6,59.2,0.73,Mortgage,Off-Plan,18,470409,113138,249,False,1.69,48.0
COMP000497,2020-03-01,2020,3,DEV0015,Reportage Properties,Tier 3,Reportage Properties Dubai Hills Estate Gardens,Dubai,Dubai Hills Estate,Apartment,Mid-Market,2BR,25,1396.03,26.7,2.2,6.39,Mortgage,Off-Plan,29,609669,454884,1913,False,-1.91,46.7
COMP000498,2020-03-01,2020,3,DEV0007,Azizi Developments,Tier 2,Azizi Developments Al Barsha Park,Dubai,Al Barsha,Plot,Luxury,Studio,224,4439.89,39.8,89.2,4.92,Mortgage,Ready,16,573513,37796,253,False,-0.11,74.1
COMP000499,2020-03-01,2020,3,DEV0017,Object 1,Tier 3,Object 1 Dubai Hills Estate Residences,Dubai,Dubai Hills Estate,Villa,Premium,2BR,35,3108.46,45.4,1.2,2.47,Cash,Off-Plan,28,480532,86560,226,False,2.51,73.2
COMP000500,2020-03-01,2020,3,DEV0016,Samana Developers,Tier 3,Samana Developers Al Barsha Residences,Dubai,Al Barsha,Villa,Premium,5BR+,46,1829.19,0.0,0.0,4.65,Cash,Ready,3,586404,1347279,155,False,1.88,63.1
COMP000501,2020-03-01,2020,3,DEV0006,Sobha Realty,Tier 1,Sobha Realty Al Reef Tower,Abu Dhabi,Al Reef,Apartment,Mid-Market,1BR,44,1383.67,38.2,16.8,1.07,Mortgage,Ready,6,2344928,1545399,834,False,-1.32,58.0
COMP000502,2020-03-01,2020,3,DEV0003,Aldar Properties,Tier 1,Aldar Properties Dubai South Heights,Dubai,Dubai South,Villa,Ultra-Luxury,1BR,444,15287.25,41.4,26.3,1.71,Mortgage,Off-Plan,21,1292233,345645,3294,False,0.5,92.1
COMP000503,2020-03-01,2020,3,DEV0010,Ellington Properties,Tier 2,Ellington Properties Al Reem Island Tower,Abu Dhabi,Al Reem Island,Plot,Affordable,2BR,60,561.89,41.6,12.5,3.11,Post-Handover Payment Plan (PHPP),Ready,15,189299,251162,2282,False,1.57,58.0
COMP000504,2020-03-01,2020,3,DEV0017,Object 1,Tier 3,Object 1 JBR Park,Dubai,JBR,Apartment,Premium,2BR,54,2148.32,68.6,9.3,4.3,Cash,Ready,32,317705,309962,2626,False,-0.01,83.3
COMP000505,2020-03-01,2020,3,DEV0020,Meydan Group,Tier 1,Meydan Group MBR City Gardens,Dubai,MBR City,Townhouse,Luxury,3BR,33,3927.12,52.2,8.6,3.1,Mortgage,Off-Plan,28,152544,11818,3570,False,-0.94,90.1
COMP000506,2020-03-01,2020,3,DEV0011,RAK Properties,Tier 2,RAK Properties Discovery Gardens Park,Dubai,Discovery Gardens,Villa,Premium,2BR,38,1746.86,99.0,18.8,5.83,Cash,Off-Plan,16,232970,179731,620,False,-0.25,53.8
COMP000507,2020-03-01,2020,3,DEV0003,Aldar Properties,Tier 1,Aldar Properties Al Majaz Park,Sharjah,Al Majaz,Studio,Affordable,4BR,377,427.91,56.9,10.2,2.1,Cash,Ready,34,1031212,873153,920,False,-1.6,60.8
COMP000508,2020-03-01,2020,3,DEV0008,Danube Properties,Tier 2,Danube Properties Downtown Dubai Gardens,Dubai,Downtown Dubai,Apartment,Mid-Market,1BR,22,993.65,48.6,10.7,5.56,Cash,Off-Plan,2,268295,913926,307,False,1.74,40.3
COMP000509,2020-03-01,2020,3,DEV0010,Ellington Properties,Tier 2,Ellington Properties Yas Acres Heights,Abu Dhabi,Yas Acres,Apartment,Mid-Market,Studio,97,1305.22,93.5,45.3,5.74,Cash,Off-Plan,19,611189,287833,314,False,2.15,85.3
COMP000510,2020-03-01,2020,3,DEV0008,Danube Properties,Tier 2,Danube Properties Dubai Hills Estate Park,Dubai,Dubai Hills Estate,Apartment,Premium,3BR,108,2793.91,82.9,29.8,0.15,Mortgage,Ready,31,84785,103751,2038,False,0.68,45.3
COMP000511,2020-03-01,2020,3,DEV0007,Azizi Developments,Tier 2,Azizi Developments Dubai Marina Gardens,Dubai,Dubai Marina,Apartment,Luxury,3BR,452,5857.33,97.1,438.9,6.97,Cash,Ready,10,370786,1024100,1776,False,2.33,69.5
COMP000512,2020-03-01,2020,3,DEV0005,Meraas,Tier 1,Meraas Dubai South Park,Dubai,Dubai South,Plot,Luxury,5BR+,229,5312.87,38.6,29.5,3.02,Cash,Off-Plan,8,401244,1057297,539,False,-0.85,79.0
COMP000513,2020-03-01,2020,3,DEV0001,Emaar Properties,Tier 1,Emaar Properties Al Dhait Tower,Ras Al Khaimah,Al Dhait,Townhouse,Mid-Market,3BR,40,1309.39,41.9,8.4,0.13,Cash,Ready,4,543708,195486,64,False,-1.4,73.5
COMP000514,2020-03-01,2020,3,DEV0002,DAMAC Properties,Tier 1,DAMAC Properties Meydan Tower,Dubai,Meydan,Apartment,Premium,2BR,367,3010.28,54.5,66.7,1.87,Cash,Off-Plan,30,227356,155339,1098,False,0.04,55.3
COMP000515,2020-03-01,2020,3,DEV0008,Danube Properties,Tier 2,Danube Properties Downtown Dubai Tower,Dubai,Downtown Dubai,Apartment,Premium,2BR,100,2837.26,87.8,43.9,4.26,Cash,Off-Plan,24,1523709,203137,296,False,0.52,66.8
COMP000516,2020-03-01,2020,3,DEV0016,Samana Developers,Tier 3,Samana Developers Yas Island Residences,Abu Dhabi,Yas Island,Studio,Mid-Market,3BR,98,1557.8,38.4,18.8,4.58,Mortgage,Ready,35,553539,660144,524,False,4.23,51.5
COMP000517,2020-03-01,2020,3,DEV0020,Meydan Group,Tier 1,Meydan Group DAMAC Hills Gardens,Dubai,DAMAC Hills,Apartment,Mid-Market,3BR,155,1203.46,25.8,8.0,2.34,Mortgage,Off-Plan,11,625956,74250,1752,False,0.07,75.4
COMP000518,2020-03-01,2020,3,DEV0003,Aldar Properties,Tier 1,Aldar Properties UAQ Free Trade Zone Tower,Umm Al Quwain,UAQ Free Trade Zone,Villa,Luxury,3BR,271,3959.65,70.0,14.6,1.8,Cash,Off-Plan,19,1454574,464698,521,False,2.63,69.4
COMP000519,2020-03-01,2020,3,DEV0015,Reportage Properties,Tier 3,Reportage Properties Discovery Gardens Heights,Dubai,Discovery Gardens,Apartment,Premium,1BR,121,2518.88,21.7,5.3,4.29,Cash,Ready,12,904902,261943,548,False,1.64,80.9
COMP000520,2020-03-01,2020,3,DEV0014,Select Group,Tier 2,Select Group Al Shamkha Heights,Abu Dhabi,Al Shamkha,Apartment,Affordable,Studio,143,825.22,44.5,10.6,0.65,Mortgage,Ready,5,277148,340005,719,False,0.02,60.4
COMP000521,2020-03-01,2020,3,DEV0019,Dubai Properties,Tier 1,Dubai Properties Sports City Heights,Dubai,Sports City,Apartment,Mid-Market,4BR,142,1350.5,79.2,112.5,0.36,Cash,Off-Plan,17,643520,63553,938,False,0.65,78.1
COMP000522,2020-03-01,2020,3,DEV0007,Azizi Developments,Tier 2,Azizi Developments Al Marjan Island Park,Ras Al Khaimah,Al Marjan Island,Apartment,Premium,1BR,41,2111.18,84.1,17.2,2.73,Deferred Payment,Off-Plan,29,908071,81946,385,False,0.85,67.5
COMP000523,2020-03-01,2020,3,DEV0013,Imtiaz Developments,Tier 2,Imtiaz Developments Ajman Corniche Gardens,Ajman,Ajman Corniche,Apartment,Mid-Market,2BR,90,1395.61,62.3,56.1,3.27,Cash,Off-Plan,2,249915,149742,601,False,-1.54,64.1
COMP000524,2020-03-01,2020,3,DEV0016,Samana Developers,Tier 3,Samana Developers Al Yarmook Tower,Sharjah,Al Yarmook,Plot,Mid-Market,1BR,93,979.07,60.8,28.3,0.43,Construction-Linked,Off-Plan,27,541449,943354,665,False,2.15,65.9
COMP000525,2020-03-01,2020,3,DEV0013,Imtiaz Developments,Tier 2,Imtiaz Developments UAQ Old Town Tower,Umm Al Quwain,UAQ Old Town,Studio,Luxury,4BR,24,4693.02,38.0,1.3,2.08,Post-Handover Payment Plan (PHPP),Off-Plan,35,251964,1744858,104,False,0.44,72.5
COMP000526,2020-04-01,2020,4,DEV0008,Danube Properties,Tier 2,Danube Properties Saadiyat Island Park,Abu Dhabi,Saadiyat Island,Commercial,Mid-Market,2BR,255,1114.4,44.9,114.5,1.25,Cash,Ready,27,462657,358338,1051,False,0.22,65.4
COMP000527,2020-04-01,2020,4,DEV0005,Meraas,Tier 1,Meraas Motor City Residences,Dubai,Motor City,Villa,Mid-Market,1BR,43,1119.61,77.2,33.2,5.48,Post-Handover Payment Plan (PHPP),Off-Plan,33,364230,300117,1073,False,0.48,86.9
COMP000528,2020-04-01,2020,4,DEV0001,Emaar Properties,Tier 1,Emaar Properties Meydan Tower,Dubai,Meydan,Apartment,Luxury,3BR,107,3295.26,55.4,59.3,1.99,Post-Handover Payment Plan (PHPP),Off-Plan,7,297709,195283,88,False,-0.11,58.0
COMP000529,2020-04-01,2020,4,DEV0004,Nakheel,Tier 1,Nakheel Dubai Creek Harbour Heights,Dubai,Dubai Creek Harbour,Villa,Affordable,1BR,249,589.31,40.4,100.6,0.17,Cash,Off-Plan,23,185636,3474,1296,False,0.5,54.1
COMP000530,2020-04-01,2020,4,DEV0014,Select Group,Tier 2,Select Group Al Nuaimiya Heights,Ajman,Al Nuaimiya,Townhouse,Mid-Market,1BR,120,1302.0,56.0,33.6,2.66,Deferred Payment,Off-Plan,35,2855221,815540,709,False,1.56,87.1
COMP000531,2020-04-01,2020,4,DEV0008,Danube Properties,Tier 2,Danube Properties Arabian Ranches Tower,Dubai,Arabian Ranches,Apartment,Luxury,3BR,39,5862.1,100.0,4.3,4.14,Cash,Ready,21,1237259,73447,1681,False,1.23,84.2
COMP000532,2020-04-01,2020,4,DEV0006,Sobha Realty,Tier 1,Sobha Realty Khalifa City Heights,Abu Dhabi,Khalifa City,Apartment,Affordable,1BR,295,860.79,54.9,40.5,6.57,Cash,Ready,19,878236,543500,962,False,0.79,42.9
COMP000533,2020-04-01,2020,4,DEV0017,Object 1,Tier 3,Object 1 Al Shamkha Gardens,Abu Dhabi,Al Shamkha,Villa,Luxury,3BR,82,4787.62,46.1,37.8,2.35,Cash,Ready,2,703084,929119,612,False,-0.89,59.9
COMP000534,2020-04-01,2020,4,DEV0015,Reportage Properties,Tier 3,Reportage Properties Al Reem Island Park,Abu Dhabi,Al Reem Island,Villa,Mid-Market,3BR,229,1146.64,52.6,17.2,3.47,Cash,Ready,22,1802239,1126882,442,False,1.58,45.8
COMP000535,2020-04-01,2020,4,DEV0002,DAMAC Properties,Tier 1,DAMAC Properties Al Rashidiya Park,Ajman,Al Rashidiya,Apartment,Luxury,3BR,127,6560.79,34.2,43.4,6.56,Cash,Ready,20,967302,252649,1682,False,1.79,63.7
COMP000536,2020-04-01,2020,4,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Al Khan Tower,Sharjah,Al Khan,Plot,Affordable,1BR,194,578.81,75.6,146.7,6.33,Cash,Off-Plan,15,653192,1212076,12,False,-0.34,84.3
COMP000537,2020-04-01,2020,4,DEV0008,Danube Properties,Tier 2,Danube Properties MBR City Park,Dubai,MBR City,Apartment,Mid-Market,1BR,179,913.82,88.5,79.2,3.03,Mortgage,Off-Plan,26,3071784,981298,192,False,2.51,75.8
COMP000538,2020-04-01,2020,4,DEV0004,Nakheel,Tier 1,Nakheel Dibba Park,Fujairah,Dibba,Apartment,Premium,3BR,44,2076.8,73.1,32.2,5.65,Cash,Off-Plan,28,1225863,1043081,4138,False,0.11,73.4
COMP000539,2020-04-01,2020,4,DEV0015,Reportage Properties,Tier 3,Reportage Properties Saadiyat Island Residences,Abu Dhabi,Saadiyat Island,Apartment,Mid-Market,4BR,35,910.28,55.4,6.5,6.4,Deferred Payment,Off-Plan,17,210585,911743,289,False,-0.6,42.3
COMP000540,2020-04-01,2020,4,DEV0005,Meraas,Tier 1,Meraas Masdar City Park,Abu Dhabi,Masdar City,Apartment,Mid-Market,5BR+,54,1513.57,46.9,25.3,4.99,Cash,Off-Plan,2,317379,1968488,1459,False,1.69,66.2
COMP000541,2020-04-01,2020,4,DEV0015,Reportage Properties,Tier 3,Reportage Properties Palm Jumeirah Residences,Dubai,Palm Jumeirah,Apartment,Affordable,1BR,339,791.47,40.4,13.7,3.54,Cash,Off-Plan,24,923386,163961,1791,False,1.0,50.8
COMP000542,2020-04-01,2020,4,DEV0017,Object 1,Tier 3,Object 1 Saadiyat Island Heights,Abu Dhabi,Saadiyat Island,Commercial,Mid-Market,1BR,150,1189.9,70.3,35.1,2.59,Mortgage,Off-Plan,3,650830,280622,1877,False,-0.03,89.8
COMP000543,2020-04-01,2020,4,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Al Qasimia Gardens,Sharjah,Al Qasimia,Plot,Mid-Market,1BR,72,911.94,53.2,6.4,6.58,Cash,Off-Plan,3,399885,313410,487,False,4.68,53.5
COMP000544,2020-04-01,2020,4,DEV0020,Meydan Group,Tier 1,Meydan Group Palm Jumeirah Residences,Dubai,Palm Jumeirah,Apartment,Premium,3BR,310,2348.61,86.3,267.5,0.89,Cash,Off-Plan,32,253106,161240,185,False,1.82,80.2
COMP000545,2020-04-01,2020,4,DEV0011,RAK Properties,Tier 2,RAK Properties Meydan Gardens,Dubai,Meydan,Apartment,Mid-Market,3BR,161,1089.81,48.8,26.2,2.21,Mortgage,Off-Plan,11,135492,165770,352,False,2.1,92.8
COMP000546,2020-04-01,2020,4,DEV0015,Reportage Properties,Tier 3,Reportage Properties Dubai Hills Estate Residences,Dubai,Dubai Hills Estate,Apartment,Mid-Market,4BR,121,943.35,70.3,28.4,2.4,Deferred Payment,Off-Plan,11,541237,1335712,3312,False,2.13,71.0
COMP000547,2020-04-01,2020,4,DEV0020,Meydan Group,Tier 1,Meydan Group Al Yarmook Heights,Sharjah,Al Yarmook,Townhouse,Premium,1BR,227,1999.07,62.9,71.4,0.44,Construction-Linked,Ready,9,691029,97504,2552,False,1.19,63.2
COMP000548,2020-04-01,2020,4,DEV0017,Object 1,Tier 3,Object 1 Dubai Marina Gardens,Dubai,Dubai Marina,Apartment,Mid-Market,2BR,39,971.09,25.3,1.2,6.97,Cash,Off-Plan,16,806548,940170,39,False,0.98,43.7
COMP000549,2020-04-01,2020,4,DEV0014,Select Group,Tier 2,Select Group Downtown Dubai Tower,Dubai,Downtown Dubai,Apartment,Premium,2BR,63,3136.43,42.6,8.9,0.62,Post-Handover Payment Plan (PHPP),Off-Plan,28,187708,175134,50,False,3.7,67.6
COMP000550,2020-04-01,2020,4,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Al Taawun Heights,Sharjah,Al Taawun,Townhouse,Premium,2BR,121,2797.88,51.5,62.3,2.76,Mortgage,Off-Plan,8,563336,31094,218,False,-1.67,48.9
COMP000551,2020-04-01,2020,4,DEV0015,Reportage Properties,Tier 3,Reportage Properties Al Reef Park,Abu Dhabi,Al Reef,Apartment,Affordable,1BR,52,599.74,43.7,22.7,2.59,Mortgage,Off-Plan,29,389187,171640,232,False,-0.25,80.0
COMP000552,2020-04-01,2020,4,DEV0006,Sobha Realty,Tier 1,Sobha Realty Al Barsha Heights,Dubai,Al Barsha,Commercial,Affordable,4BR,54,579.26,43.8,11.8,5.58,Cash,Ready,30,1139834,465630,447,False,0.29,94.3
COMP000553,2020-04-01,2020,4,DEV0016,Samana Developers,Tier 3,Samana Developers Al Ghadeer Heights,Abu Dhabi,Al Ghadeer,Apartment,Premium,2BR,258,2089.03,29.7,38.3,4.91,Cash,Ready,16,528798,91732,1694,False,1.35,42.2
COMP000554,2020-04-01,2020,4,DEV0015,Reportage Properties,Tier 3,Reportage Properties Mina Al Arab Heights,Ras Al Khaimah,Mina Al Arab,Apartment,Mid-Market,1BR,24,1328.49,32.3,1.6,5.48,Cash,Off-Plan,5,195975,610595,1747,False,0.8,80.8
COMP000555,2020-04-01,2020,4,DEV0009,Binghatti,Tier 2,Binghatti Yas Acres Tower,Abu Dhabi,Yas Acres,Apartment,Ultra-Luxury,1BR,264,15224.81,50.5,133.3,5.01,Cash,Off-Plan,21,504605,974688,1777,False,2.52,56.4
COMP000556,2020-04-01,2020,4,DEV0008,Danube Properties,Tier 2,Danube Properties Al Reem Island Tower,Abu Dhabi,Al Reem Island,Apartment,Premium,3BR,308,2259.88,37.0,57.0,6.65,Cash,Ready,26,321385,458043,572,False,0.3,78.9
COMP000557,2020-04-01,2020,4,DEV0009,Binghatti,Tier 2,Binghatti Mina Al Arab Gardens,Ras Al Khaimah,Mina Al Arab,Apartment,Mid-Market,Studio,351,1403.51,63.3,55.5,6.91,Mortgage,Off-Plan,3,1376805,487957,470,False,1.12,84.0
COMP000558,2020-04-01,2020,4,DEV0017,Object 1,Tier 3,Object 1 Dubai Creek Harbour Gardens,Dubai,Dubai Creek Harbour,Townhouse,Luxury,3BR,195,3325.65,100.0,27.9,3.34,Cash,Off-Plan,33,728084,192740,1888,False,-2.24,51.2
COMP000559,2020-04-01,2020,4,DEV0016,Samana Developers,Tier 3,Samana Developers Masdar City Gardens,Abu Dhabi,Masdar City,Villa,Mid-Market,1BR,30,1160.18,22.3,2.2,0.85,Cash,Ready,21,309819,277094,392,False,-0.77,75.6
COMP000560,2020-05-01,2020,5,DEV0008,Danube Properties,Tier 2,Danube Properties Downtown Dubai Park,Dubai,Downtown Dubai,Apartment,Luxury,2BR,164,5007.88,52.1,42.7,5.04,Cash,Off-Plan,15,716203,106422,651,False,0.85,62.7
COMP000561,2020-05-01,2020,5,DEV0009,Binghatti,Tier 2,Binghatti MBR City Gardens,Dubai,MBR City,Apartment,Luxury,2BR,107,3248.69,91.6,32.7,0.15,Deferred Payment,Off-Plan,12,224410,16727,2082,False,2.91,86.2
COMP000562,2020-05-01,2020,5,DEV0015,Reportage Properties,Tier 3,Reportage Properties Al Qasimia Residences,Sharjah,Al Qasimia,Apartment,Mid-Market,2BR,263,1036.0,62.3,81.9,6.66,Mortgage,Ready,33,556454,21909,58,False,2.64,59.3
COMP000563,2020-05-01,2020,5,DEV0003,Aldar Properties,Tier 1,Aldar Properties Al Dhait Tower,Ras Al Khaimah,Al Dhait,Penthouse,Premium,1BR,364,1603.36,70.7,257.3,3.37,Mortgage,Off-Plan,20,1456040,50595,494,False,-1.67,70.7
COMP000564,2020-05-01,2020,5,DEV0010,Ellington Properties,Tier 2,Ellington Properties JVC Heights,Dubai,JVC,Apartment,Luxury,3BR,262,7038.7,45.4,59.5,5.82,Cash,Off-Plan,27,437203,404684,161,False,-0.2,57.8
COMP000565,2020-05-01,2020,5,DEV0008,Danube Properties,Tier 2,Danube Properties Yas Acres Residences,Abu Dhabi,Yas Acres,Villa,Premium,Studio,183,3114.96,32.7,59.8,4.57,Cash,Off-Plan,30,921141,477723,576,False,-1.5,81.8
COMP000566,2020-05-01,2020,5,DEV0009,Binghatti,Tier 2,Binghatti Motor City Park,Dubai,Motor City,Villa,Premium,5BR+,50,2372.41,84.4,8.4,5.71,Mortgage,Ready,27,447673,81609,1590,False,1.35,47.0
COMP000567,2020-05-01,2020,5,DEV0011,RAK Properties,Tier 2,RAK Properties Al Taawun Heights,Sharjah,Al Taawun,Townhouse,Luxury,2BR,37,5864.36,31.2,11.5,1.71,Post-Handover Payment Plan (PHPP),Off-Plan,11,346348,669587,457,False,-0.6,47.6
COMP000568,2020-05-01,2020,5,DEV0011,RAK Properties,Tier 2,RAK Properties MBR City Tower,Dubai,MBR City,Apartment,Luxury,3BR,63,4350.27,74.1,6.7,4.72,Cash,Off-Plan,8,1120902,145223,234,False,-0.5,53.1
COMP000569,2020-05-01,2020,5,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Al Nahda Gardens,Sharjah,Al Nahda,Villa,Luxury,2BR,21,4265.83,84.8,0.9,3.82,Cash,Off-Plan,24,459466,556902,829,False,-0.34,63.0
COMP000570,2020-05-01,2020,5,DEV0003,Aldar Properties,Tier 1,Aldar Properties Dubai Creek Harbour Heights,Dubai,Dubai Creek Harbour,Townhouse,Premium,1BR,155,2736.8,77.7,60.2,1.88,Mortgage,Off-Plan,17,63240,123781,1889,False,1.78,74.9
COMP000571,2020-05-01,2020,5,DEV0005,Meraas,Tier 1,Meraas DAMAC Hills Gardens,Dubai,DAMAC Hills,Apartment,Mid-Market,2BR,130,1220.68,56.7,7.4,5.19,Cash,Off-Plan,11,234798,476341,874,False,2.19,42.1
COMP000572,2020-05-01,2020,5,DEV0005,Meraas,Tier 1,Meraas Corniche Heights,Abu Dhabi,Corniche,Apartment,Affordable,1BR,88,707.31,45.0,13.2,4.49,Cash,Off-Plan,4,1502689,367299,70,False,1.48,74.8
COMP000573,2020-05-01,2020,5,DEV0008,Danube Properties,Tier 2,Danube Properties Al Raha Beach Gardens,Abu Dhabi,Al Raha Beach,Studio,Mid-Market,Studio,229,1234.93,56.3,128.9,2.94,Cash,Ready,2,275945,1482236,224,False,0.41,52.2
COMP000574,2020-05-01,2020,5,DEV0013,Imtiaz Developments,Tier 2,Imtiaz Developments Al Barsha Heights,Dubai,Al Barsha,Villa,Mid-Market,2BR,450,925.09,57.0,128.2,0.81,Mortgage,Off-Plan,30,3736822,133950,186,False,-0.65,45.1
COMP000575,2020-05-01,2020,5,DEV0005,Meraas,Tier 1,Meraas Al Hamra Village Tower,Ras Al Khaimah,Al Hamra Village,Penthouse,Mid-Market,Studio,91,1527.37,42.6,12.9,0.42,Post-Handover Payment Plan (PHPP),Ready,25,348536,2547607,1863,False,0.83,79.9
COMP000576,2020-05-01,2020,5,DEV0007,Azizi Developments,Tier 2,Azizi Developments Emirates City Gardens,Ajman,Emirates City,Townhouse,Ultra-Luxury,2BR,101,8176.11,42.3,10.7,6.84,Post-Handover Payment Plan (PHPP),Off-Plan,31,760900,472325,24,False,1.73,89.3
COMP000577,2020-05-01,2020,5,DEV0003,Aldar Properties,Tier 1,Aldar Properties Yas Island Park,Abu Dhabi,Yas Island,Townhouse,Premium,2BR,30,1600.65,17.5,5.2,2.46,Cash,Ready,13,307826,1478723,450,False,2.62,58.2
COMP000578,2020-05-01,2020,5,DEV0014,Select Group,Tier 2,Select Group Al Barsha Park,Dubai,Al Barsha,Penthouse,Mid-Market,3BR,170,1104.26,67.3,114.4,4.1,Deferred Payment,Off-Plan,12,567861,173773,1655,False,-1.2,42.8
COMP000579,2020-05-01,2020,5,DEV0014,Select Group,Tier 2,Select Group Mina Al Arab Residences,Ras Al Khaimah,Mina Al Arab,Apartment,Ultra-Luxury,2BR,63,18966.4,42.5,8.9,6.02,Cash,Ready,34,1602821,1484730,39,False,-0.54,61.4
COMP000580,2020-05-01,2020,5,DEV0011,RAK Properties,Tier 2,RAK Properties Dubai South Park,Dubai,Dubai South,Villa,Ultra-Luxury,1BR,95,18388.89,77.6,24.6,4.15,Post-Handover Payment Plan (PHPP),Ready,17,301905,17180,288,False,0.56,84.1
COMP000581,2020-05-01,2020,5,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Al Dhait Park,Ras Al Khaimah,Al Dhait,Penthouse,Luxury,3BR,333,4734.94,90.4,301.0,6.11,Cash,Ready,18,372929,323436,184,False,2.99,89.0
COMP000582,2020-05-01,2020,5,DEV0015,Reportage Properties,Tier 3,Reportage Properties Palm Jumeirah Park,Dubai,Palm Jumeirah,Apartment,Affordable,2BR,173,485.74,76.7,132.7,3.55,Cash,Off-Plan,34,278154,22277,1381,False,-0.9,91.2
COMP000583,2020-05-01,2020,5,DEV0014,Select Group,Tier 2,Select Group Meydan Gardens,Dubai,Meydan,Studio,Affordable,1BR,267,360.87,70.8,27.0,6.49,Mortgage,Ready,12,198071,249362,9,False,0.27,70.7
COMP000584,2020-05-01,2020,5,DEV0002,DAMAC Properties,Tier 1,DAMAC Properties Meydan Residences,Dubai,Meydan,Apartment,Premium,4BR,81,2168.37,43.0,8.7,4.83,Mortgage,Off-Plan,24,521907,926518,1499,False,2.57,90.2
